trial_id,configuration,omitted_component,success,travel_time_s,deadlocks,discomfort_integral,shelf_contact_ticks,shelf_contact_events,min_shelf_clearance_m,inter_cart_crowding
57,w/o V2V Mesh Telemetry,W_mesh = 0,1,31.5,0,0.0,52,2,0.517,0
57,w/o Corridor Mutex Lock,R_lock = 0,1,31.5,0,0.0,52,2,0.517,0
57,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,13.49,293,47,0.382,0
57,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,37.3,0,0.0,238,74,0.0,0
58,Full D2RO Framework,None (Complete Equation),1,52.25,0,0.01,202,3,0.511,0
58,w/o V2V Mesh Telemetry,W_mesh = 0,1,51.35,0,0.11,276,9,0.51,0
58,w/o Corridor Mutex Lock,R_lock = 0,1,51.35,0,0.11,276,9,0.51,0
58,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.77,217,81,0.503,0
58,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,48.2,0,0.01,229,87,0.0,0
59,Full D2RO Framework,None (Complete Equation),1,84.35,0,0.19,1017,21,0.511,0
59,w/o V2V Mesh Telemetry,W_mesh = 0,1,38.15,0,0.01,202,4,0.496,0
59,w/o Corridor Mutex Lock,R_lock = 0,1,38.15,0,0.01,202,4,0.496,0
59,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.11,81,52,0.507,0
59,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,38.7,0,0.01,216,74,0.0,0
60,Full D2RO Framework,None (Complete Equation),1,70.2,0,1.09,228,28,0.503,0
60,w/o V2V Mesh Telemetry,W_mesh = 0,1,40.0,0,0.09,182,17,0.498,0
60,w/o Corridor Mutex Lock,R_lock = 0,1,40.0,0,0.09,182,17,0.498,0
60,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,17.35,303,50,0.5,0
60,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,43.25,0,0.02,169,93,0.0,0
61,Full D2RO Framework,None (Complete Equation),1,44.35,0,0.0,131,2,0.511,0
61,w/o V2V Mesh Telemetry,W_mesh = 0,1,27.55,0,0.01,52,2,0.517,0
61,w/o Corridor Mutex Lock,R_lock = 0,1,27.55,0,0.01,52,2,0.517,0
61,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,10.31,321,26,0.511,0
61,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
62,Full D2RO Framework,None (Complete Equation),1,95.5,0,0.3,990,21,0.486,0
62,w/o V2V Mesh Telemetry,W_mesh = 0,1,46.95,0,0.01,279,9,0.511,0
62,w/o Corridor Mutex Lock,R_lock = 0,1,46.95,0,0.01,279,9,0.511,0
62,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.81,54,33,0.497,0
62,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,44.95,0,0.01,326,96,0.0,0
63,Full D2RO Framework,None (Complete Equation),1,42.8,0,0.0,114,1,0.511,0
63,w/o V2V Mesh Telemetry,W_mesh = 0,1,27.75,0,0.0,52,2,0.517,0
63,w/o Corridor Mutex Lock,R_lock = 0,1,27.75,0,0.0,52,2,0.517,0
63,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,13.67,50,32,0.494,0
63,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
64,Full D2RO Framework,None (Complete Equation),1,45.5,0,0.06,480,7,0.491,0
64,w/o V2V Mesh Telemetry,W_mesh = 0,1,33.7,0,0.03,245,12,0.51,0
64,w/o Corridor Mutex Lock,R_lock = 0,1,33.7,0,0.03,245,12,0.51,0
64,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.6,378,70,0.389,0
64,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,42.1,0,0.03,318,106,0.0,0
65,Full D2RO Framework,None (Complete Equation),1,42.2,0,0.01,179,2,0.511,0
65,w/o V2V Mesh Telemetry,W_mesh = 0,1,34.35,0,0.01,186,12,0.491,0
65,w/o Corridor Mutex Lock,R_lock = 0,1,34.35,0,0.01,186,12,0.491,0
65,w/o Human Gaussian Proxemics,H_prox = 0,1,148.65,0,10.98,153,68,0.384,0
65,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,39.05,0,0.01,216,74,0.0,0
66,Full D2RO Framework,None (Complete Equation),1,42.2,0,0.0,114,1,0.511,0
66,w/o V2V Mesh Telemetry,W_mesh = 0,1,30.35,0,0.0,52,2,0.517,0
66,w/o Corridor Mutex Lock,R_lock = 0,1,30.35,0,0.0,52,2,0.517,0
66,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,13.08,276,39,0.477,0
66,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,39.05,0,0.0,216,74,0.0,0
67,Full D2RO Framework,None (Complete Equation),1,42.2,0,0.0,152,2,0.5,0
67,w/o V2V Mesh Telemetry,W_mesh = 0,1,27.65,0,0.0,90,3,0.5,0
67,w/o Corridor Mutex Lock,R_lock = 0,1,27.65,0,0.0,90,3,0.5,0
67,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.72,143,71,0.511,0
67,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,39.05,0,0.0,216,74,0.0,0
68,Full D2RO Framework,None (Complete Equation),1,38.6,0,0.22,419,19,0.5,0
68,w/o V2V Mesh Telemetry,W_mesh = 0,1,53.05,0,1.11,660,44,0.496,0
68,w/o Corridor Mutex Lock,R_lock = 0,1,62.8,0,1.09,702,50,0.496,0
68,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.89,143,34,0.486,0
68,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,32.8,0,0.11,475,167,0.0,0
69,Full D2RO Framework,None (Complete Equation),1,44.35,0,0.0,131,2,0.511,0
69,w/o V2V Mesh Telemetry,W_mesh = 0,1,27.95,0,0.0,51,2,0.512,0
69,w/o Corridor Mutex Lock,R_lock = 0,1,27.95,0,0.0,51,2,0.512,0
69,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,11.25,72,40,0.511,0
69,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
70,Full D2RO Framework,None (Complete Equation),1,50.35,0,0.02,217,7,0.511,0
70,w/o V2V Mesh Telemetry,W_mesh = 0,1,34.7,0,0.02,174,4,0.515,0
70,w/o Corridor Mutex Lock,R_lock = 0,1,34.7,0,0.02,174,4,0.515,0
70,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,13.38,117,57,0.511,0
70,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,44.95,0,0.01,326,96,0.0,0
71,Full D2RO Framework,None (Complete Equation),1,42.8,0,0.0,154,2,0.511,0
71,w/o V2V Mesh Telemetry,W_mesh = 0,1,27.8,0,0.0,80,3,0.496,0
71,w/o Corridor Mutex Lock,R_lock = 0,1,27.8,0,0.0,80,3,0.496,0
71,w/o Human Gaussian Proxemics,H_prox = 0,1,113.05,0,5.41,137,30,0.533,0
71,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
72,Full D2RO Framework,None (Complete Equation),1,44.45,0,0.06,326,13,0.489,0
72,w/o V2V Mesh Telemetry,W_mesh = 0,1,54.55,0,0.04,224,9,0.506,0
72,w/o Corridor Mutex Lock,R_lock = 0,1,54.55,0,0.04,224,9,0.506,0
72,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,11.23,211,102,0.51,0
72,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,44.6,0,0.01,318,96,0.0,0
73,Full D2RO Framework,None (Complete Equation),1,54.3,0,0.01,189,4,0.515,0
73,w/o V2V Mesh Telemetry,W_mesh = 0,1,31.2,0,0.02,125,4,0.517,0
73,w/o Corridor Mutex Lock,R_lock = 0,1,31.2,0,0.02,125,4,0.517,0
73,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,16.13,390,93,0.475,0
73,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,41.65,0,0.01,252,94,0.0,0
74,Full D2RO Framework,None (Complete Equation),1,38.05,0,0.0,39,2,0.517,0
74,w/o V2V Mesh Telemetry,W_mesh = 0,1,43.95,0,0.0,451,9,0.499,0
74,w/o Corridor Mutex Lock,R_lock = 0,1,43.95,0,0.0,451,9,0.499,0
74,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.33,299,58,0.505,0
74,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,37.3,0,0.0,238,74,0.0,0
75,Full D2RO Framework,None (Complete Equation),1,44.35,0,0.0,170,4,0.511,0
75,w/o V2V Mesh Telemetry,W_mesh = 0,1,27.75,0,0.0,80,3,0.517,0
75,w/o Corridor Mutex Lock,R_lock = 0,1,27.75,0,0.0,80,3,0.517,0
75,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.23,329,105,0.504,0
75,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
76,Full D2RO Framework,None (Complete Equation),1,44.35,0,0.04,131,2,0.511,0
76,w/o V2V Mesh Telemetry,W_mesh = 0,1,28.85,0,0.0,63,3,0.515,0
76,w/o Corridor Mutex Lock,R_lock = 0,1,28.85,0,0.0,63,3,0.515,0
76,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,11.27,198,56,0.511,0
76,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,52.4,0,0.02,268,114,0.0,0
77,Full D2RO Framework,None (Complete Equation),1,47.15,0,0.01,257,13,0.507,0
77,w/o V2V Mesh Telemetry,W_mesh = 0,1,37.2,0,0.01,260,10,0.515,0
77,w/o Corridor Mutex Lock,R_lock = 0,1,37.2,0,0.01,260,10,0.515,0
77,w/o Human Gaussian Proxemics,H_prox = 0,1,165.2,0,16.96,792,77,0.314,0
77,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,44.25,0,0.01,310,96,0.0,0
78,Full D2RO Framework,None (Complete Equation),1,57.95,0,0.01,172,5,0.511,0
78,w/o V2V Mesh Telemetry,W_mesh = 0,1,33.6,0,0.01,123,3,0.515,0
78,w/o Corridor Mutex Lock,R_lock = 0,1,33.6,0,0.01,123,3,0.515,0
78,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.68,87,24,0.517,0
78,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,43.9,0,0.01,303,95,0.0,0
79,Full D2RO Framework,None (Complete Equation),1,44.35,0,0.0,171,3,0.511,0
79,w/o V2V Mesh Telemetry,W_mesh = 0,1,28.25,0,0.01,92,3,0.517,0
79,w/o Corridor Mutex Lock,R_lock = 0,1,28.25,0,0.01,92,3,0.517,0
79,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,10.14,336,61,0.496,0
79,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
80,Full D2RO Framework,None (Complete Equation),1,43.25,0,0.0,114,1,0.511,0
80,w/o V2V Mesh Telemetry,W_mesh = 0,1,28.25,0,0.01,52,2,0.517,0
80,w/o Corridor Mutex Lock,R_lock = 0,1,28.25,0,0.01,52,2,0.517,0
80,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.59,70,53,0.511,0
80,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
81,Full D2RO Framework,None (Complete Equation),1,42.2,0,0.0,114,1,0.511,0
81,w/o V2V Mesh Telemetry,W_mesh = 0,1,57.8,0,0.04,210,2,0.509,0
81,w/o Corridor Mutex Lock,R_lock = 0,1,57.8,0,0.04,210,2,0.509,0
81,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,10.83,229,23,0.511,0
81,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,39.05,0,0.0,216,74,0.0,0
82,Full D2RO Framework,None (Complete Equation),1,42.2,0,0.0,152,2,0.511,0
82,w/o V2V Mesh Telemetry,W_mesh = 0,1,28.55,0,0.01,38,1,0.517,0
82,w/o Corridor Mutex Lock,R_lock = 0,1,28.55,0,0.01,38,1,0.517,0
82,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,16.78,136,78,0.497,0
82,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,39.05,0,0.0,216,74,0.0,0
83,Full D2RO Framework,None (Complete Equation),1,71.3,0,0.02,260,6,0.511,0
83,w/o V2V Mesh Telemetry,W_mesh = 0,1,33.6,0,0.02,123,3,0.515,0
83,w/o Corridor Mutex Lock,R_lock = 0,1,33.6,0,0.02,123,3,0.515,0
83,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.89,86,37,0.505,0
83,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,43.9,0,0.01,303,95,0.0,0
84,Full D2RO Framework,None (Complete Equation),1,50.75,0,0.01,112,5,0.507,0
84,w/o V2V Mesh Telemetry,W_mesh = 0,1,33.95,0,0.01,127,3,0.515,0
84,w/o Corridor Mutex Lock,R_lock = 0,1,33.95,0,0.01,127,3,0.515,0
84,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,10.87,303,127,0.509,0
84,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,44.25,0,0.01,310,96,0.0,0
85,Full D2RO Framework,None (Complete Equation),1,67.05,0,0.01,252,8,0.507,0
85,w/o V2V Mesh Telemetry,W_mesh = 0,1,29.35,0,0.01,69,3,0.515,0
85,w/o Corridor Mutex Lock,R_lock = 0,1,29.35,0,0.01,69,3,0.515,0
85,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,14.21,434,46,0.502,0
85,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,46.95,0,0.01,325,113,0.0,0
86,Full D2RO Framework,None (Complete Equation),1,67.4,0,0.02,357,9,0.507,0
86,w/o V2V Mesh Telemetry,W_mesh = 0,1,34.3,0,0.02,131,3,0.515,0
86,w/o Corridor Mutex Lock,R_lock = 0,1,34.3,0,0.02,131,3,0.515,0
86,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.43,218,61,0.513,0
86,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,44.6,0,0.01,318,96,0.0,0
87,Full D2RO Framework,None (Complete Equation),1,49.3,0,0.01,193,2,0.511,0
87,w/o V2V Mesh Telemetry,W_mesh = 0,1,34.3,0,0.01,131,3,0.515,0
87,w/o Corridor Mutex Lock,R_lock = 0,1,34.3,0,0.01,131,3,0.515,0
87,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,18.07,247,47,0.497,0
87,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,44.6,0,0.01,318,96,0.0,0
88,Full D2RO Framework,None (Complete Equation),1,48.15,0,0.02,121,3,0.517,0
88,w/o V2V Mesh Telemetry,W_mesh = 0,1,47.0,0,0.27,381,13,0.511,0
88,w/o Corridor Mutex Lock,R_lock = 0,1,47.0,0,0.27,381,13,0.511,0
88,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.95,99,52,0.512,0
88,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,51.55,0,0.02,364,132,0.0,0
89,Full D2RO Framework,None (Complete Equation),1,26.8,0,0.05,233,13,0.516,0
89,w/o V2V Mesh Telemetry,W_mesh = 0,1,77.4,0,0.05,647,10,0.5,0
89,w/o Corridor Mutex Lock,R_lock = 0,1,77.4,0,0.05,647,10,0.5,0
89,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,10.97,184,17,0.511,0
89,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,39.6,0,0.41,802,232,0.0,0
90,Full D2RO Framework,None (Complete Equation),1,51.2,0,0.0,185,6,0.511,0
90,w/o V2V Mesh Telemetry,W_mesh = 0,1,30.4,0,0.01,120,4,0.515,0
90,w/o Corridor Mutex Lock,R_lock = 0,1,30.4,0,0.01,120,4,0.515,0
90,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,17.29,127,89,0.38,0
90,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.95,0,0.0,235,93,0.0,0
91,Full D2RO Framework,None (Complete Equation),1,42.2,0,0.0,114,1,0.511,0
91,w/o V2V Mesh Telemetry,W_mesh = 0,1,28.2,0,0.0,52,2,0.517,0
91,w/o Corridor Mutex Lock,R_lock = 0,1,28.2,0,0.0,52,2,0.517,0
91,w/o Human Gaussian Proxemics,H_prox = 0,1,98.2,0,4.35,374,20,0.489,0
91,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,39.05,0,0.0,216,74,0.0,0
92,Full D2RO Framework,None (Complete Equation),1,35.05,0,0.03,190,8,0.517,0
92,w/o V2V Mesh Telemetry,W_mesh = 0,1,33.35,0,0.01,236,7,0.517,0
92,w/o Corridor Mutex Lock,R_lock = 0,1,33.35,0,0.01,236,7,0.517,0
92,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.21,272,103,0.517,0
92,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,43.55,0,0.01,295,95,0.0,0
93,Full D2RO Framework,None (Complete Equation),1,31.45,0,0.04,43,2,0.507,0
93,w/o V2V Mesh Telemetry,W_mesh = 0,1,33.85,0,0.05,43,2,0.507,0
93,w/o Corridor Mutex Lock,R_lock = 0,1,33.85,0,0.05,43,2,0.507,0
93,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,11.69,150,92,0.512,0
93,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,29.8,0,0.04,158,68,0.0,0
94,Full D2RO Framework,None (Complete Equation),1,47.7,0,0.11,122,5,0.507,0
94,w/o V2V Mesh Telemetry,W_mesh = 0,1,108.0,0,0.22,567,47,0.496,0
94,w/o Corridor Mutex Lock,R_lock = 0,1,108.0,0,0.22,567,47,0.496,0
94,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.87,154,67,0.499,0
94,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,48.85,0,0.11,266,114,0.0,0
95,Full D2RO Framework,None (Complete Equation),1,53.05,0,0.01,158,2,0.511,0
95,w/o V2V Mesh Telemetry,W_mesh = 0,1,26.4,0,0.0,84,3,0.492,0
95,w/o Corridor Mutex Lock,R_lock = 0,1,26.4,0,0.0,84,3,0.492,0
95,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,10.79,42,25,0.522,0
95,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,48.9,0,0.0,216,74,0.0,0
96,Full D2RO Framework,None (Complete Equation),1,40.8,0,0.02,66,3,0.518,0
96,w/o V2V Mesh Telemetry,W_mesh = 0,1,34.3,0,0.01,131,3,0.515,0
96,w/o Corridor Mutex Lock,R_lock = 0,1,34.3,0,0.01,131,3,0.515,0
96,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,10.83,524,55,0.51,0
96,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,52.0,0,0.05,258,118,0.0,0
97,Full D2RO Framework,None (Complete Equation),1,59.25,0,0.07,359,13,0.506,0
97,w/o V2V Mesh Telemetry,W_mesh = 0,1,43.45,0,0.0,142,12,0.512,0
97,w/o Corridor Mutex Lock,R_lock = 0,1,43.45,0,0.0,142,12,0.512,0
97,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,12.63,318,50,0.508,0
97,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,29.9,0,0.02,340,118,0.0,0
98,Full D2RO Framework,None (Complete Equation),1,42.6,0,0.0,154,2,0.511,0
98,w/o V2V Mesh Telemetry,W_mesh = 0,1,27.55,0,0.0,92,3,0.517,0
98,w/o Corridor Mutex Lock,R_lock = 0,1,27.55,0,0.0,92,3,0.517,0
98,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,15.69,168,27,0.514,0
98,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,40.5,0,0.0,224,82,0.0,0
99,Full D2RO Framework,None (Complete Equation),1,55.4,0,0.03,187,7,0.497,0
99,w/o V2V Mesh Telemetry,W_mesh = 0,1,50.4,0,0.2,225,10,0.492,0
99,w/o Corridor Mutex Lock,R_lock = 0,1,50.4,0,0.2,225,10,0.492,0
99,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,13.62,292,29,0.491,0
99,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,51.9,0,0.02,330,122,0.0,0
100,Full D2RO Framework,None (Complete Equation),1,43.35,0,0.05,175,11,0.511,0
100,w/o V2V Mesh Telemetry,W_mesh = 0,1,35.75,0,0.03,147,3,0.514,0
100,w/o Corridor Mutex Lock,R_lock = 0,1,35.75,0,0.03,147,3,0.514,0
100,w/o Human Gaussian Proxemics,H_prox = 0,0,180.0,0,11.33,71,40,0.509,0
100,w/o Trolley Kinetic Safety Bubble,S_trolley = 0,1,50.85,0,0.02,385,129,0.0,0
