trial_id,fleet_size_carts,fixed_crowd_humans,success_rate_pct,makespan_s,mean_replan_latency_ms,corridor_mutex_wait_s,v2v_mesh_packets
94,8,10,100.0,28.05,0.564,0.0,43
94,10,10,100.0,37.6,0.647,0.0,112
94,12,10,100.0,21.0,0.34,0.0,45
95,2,10,100.0,29.65,0.226,0.0,6
95,4,10,100.0,17.3,0.555,0.0,11
95,6,10,100.0,54.85,0.609,0.0,59
95,8,10,0.0,65.05,0.452,0.0,36
95,10,10,0.0,65.05,0.448,0.0,47
95,12,10,100.0,54.1,0.287,0.0,180
96,2,10,100.0,15.05,0.725,0.0,2
96,4,10,100.0,17.1,0.709,0.0,22
96,6,10,100.0,28.05,0.416,0.0,26
96,8,10,100.0,20.6,0.442,0.0,31
96,10,10,100.0,26.1,0.445,0.0,77
96,12,10,100.0,28.0,0.64,0.0,63
97,2,10,100.0,18.25,0.498,0.0,4
97,4,10,100.0,26.8,0.554,0.0,63
97,6,10,0.0,65.05,0.416,0.0,32
97,8,10,100.0,29.2,0.366,0.0,42
97,10,10,100.0,29.0,0.584,0.0,81
97,12,10,100.0,30.3,0.475,0.0,100
98,2,10,100.0,13.1,0.541,0.0,6
98,4,10,100.0,25.35,0.502,0.0,29
98,6,10,100.0,28.4,0.359,0.0,31
98,8,10,0.0,65.05,0.682,0.0,304
98,10,10,100.0,19.4,0.437,0.0,38
98,12,10,100.0,29.8,0.334,0.0,143
99,2,10,100.0,33.0,0.303,0.0,0
99,4,10,100.0,36.05,0.39,0.0,19
99,6,10,0.0,65.05,0.558,0.0,13
99,8,10,100.0,37.3,0.474,0.0,21
99,10,10,100.0,56.1,0.418,0.0,168
99,12,10,100.0,26.05,0.289,0.0,72
100,2,10,100.0,26.15,0.281,0.0,4
100,4,10,100.0,22.2,0.466,0.0,10
100,6,10,0.0,65.05,0.391,0.0,26
100,8,10,100.0,29.0,0.514,0.0,62
100,10,10,100.0,48.25,0.358,0.0,148
100,12,10,100.0,30.85,0.295,0.0,118
